time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-06-13T08:40:33.430Z,33.7841667,-116.7711667,9.66,0.88,ml,48,44,0.05391,0.16,ci,ci40484472,2023-06-13T17:59:45.532Z,"7km NW of Idyllwild, CA",earthquake,0.15,0.27,0.114,25,reviewed,ci,ci
2023-06-13T08:40:23.271Z,63.2009,-150.7325,13.7,1.3,ml,,,,0.59,ak,ak0237jd509j,2023-06-13T08:43:23.205Z,"62 km SE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-13T08:36:47.230Z,34.2088333,-117.5158333,6.21,0.77,ml,21,91,0.03733,0.12,ci,ci40484464,2023-06-13T17:51:06.373Z,"6km SSW of Lytle Creek, CA",earthquake,0.23,0.38,0.089,8,reviewed,ci,ci
2023-06-13T08:27:08.706Z,-16.2888,-74.0579,33.006,4.5,mb,26,147,4.109,1.34,us,us7000k854,2023-06-14T07:43:56.040Z,"47 km W of Atico, Peru",earthquake,9.68,8.287,0.144,14,reviewed,us,us
2023-06-13T08:24:02.470Z,39.6213,-119.9724,6.6,0.6,ml,12,80.49,0.016,0.1202,nn,nn00861185,2023-06-13T19:12:37.570Z,"Nevada",earthquake,,1.4,0.42,5,reviewed,nn,nn
2023-06-13T08:15:58.340Z,38.8161659,-122.8246689,1.85,0.79,md,8,91,0.008094,0.01,nc,nc73900621,2023-06-13T10:39:14.031Z,"7km NW of The Geysers, CA",earthquake,0.48,0.88,0.37,8,automatic,nc,nc
2023-06-13T08:13:05.054Z,60.2087,-152.096,73.2,1.7,ml,,,,0.69,ak,ak0237jcz6ix,2023-06-13T08:15:37.370Z,"29 km NW of Ninilchik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-06-13T08:10:45.675Z,62.1762,-148.3002,38.6,1.3,ml,,,,0.56,ak,ak0237jcymif,2023-06-13T08:13:01.307Z,"43 km NNE of Chickaloon, Alaska",earthquake,,1.4,,,automatic,ak,ak
2023-06-13T08:03:40.485Z,33.0961,75.8961,10,5,mww,101,43,2.267,1.01,us,us7000k850,2023-06-17T16:40:44.715Z,"21 km NE of Bhadarwāh, India",earthquake,7.03,1.796,0.093,11,reviewed,us,us
2023-06-13T08:03:00.560Z,33.4701667,-116.782,2.59,0.9,ml,45,42,0.03971,0.18,ci,ci40484456,2023-06-13T17:38:47.313Z,"8km ENE of Aguanga, CA",earthquake,0.15,0.26,0.092,25,reviewed,ci,ci
2023-06-13T08:00:29.880Z,37.3728333,-121.7203333,9.49,0.76,md,15,78,0.06935,0.08,nc,nc73900616,2023-06-14T04:58:13.154Z,"10km E of Alum Rock, CA",earthquake,0.43,0.54,0.292,12,reviewed,nc,nc
2023-06-13T07:55:49.771Z,59.3062,-152.58,69.9,1.6,ml,,,,0.25,ak,ak0237jcmug1,2023-06-13T07:57:36.660Z,"37 km W of Nanwalek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-06-13T07:54:07.220Z,38.8433333,-122.873,2.4,1.46,md,52,47,0.004774,0.06,nc,nc73900611,2023-06-14T23:14:14.621Z,"12km NW of The Geysers, CA",earthquake,0.16,0.24,0.148,45,reviewed,nc,nc
2023-06-13T07:53:39.226Z,59.4842,-155.9169,7.8,1.4,ml,,,,0.67,ak,ak0237jcme76,2023-06-13T07:56:11.200Z,"Southern Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-13T07:51:24.340Z,32.7373333,-115.3978333,7.07,1.09,ml,10,135,0.07936,0.31,ci,ci37548772,2023-06-13T17:29:21.110Z,"8km SSW of Holtville, CA",earthquake,0.93,2.26,0.256,6,reviewed,ci,ci
2023-06-13T07:50:58.370Z,32.746,-115.4116667,10.85,1.55,ml,20,90,0.06614,0.21,ci,ci40484448,2023-06-13T17:23:42.429Z,"8km SSW of Holtville, CA",earthquake,0.29,0.61,0.198,16,reviewed,ci,ci
2023-06-13T07:47:59.808Z,57.8611,-155.4651,19.5,1.4,ml,,,,0.4,ak,ak0237jcl5ho,2023-06-13T07:49:45.537Z,"68 km WNW of Karluk, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-06-13T07:45:57.429Z,24.1275,142.9676,28.24,4.6,mb,38,120,12.312,1.09,us,us7000k853,2023-06-13T11:44:19.040Z,"Volcano Islands, Japan region",earthquake,13.08,5.675,0.078,49,reviewed,us,us
2023-06-13T07:36:14.031Z,12.6053,-88.7946,49.66,4.5,mb,45,160,1.11,0.74,us,us7000k84v,2023-06-13T11:38:47.040Z,"79 km SSW of Puerto El Triunfo, El Salvador",earthquake,7.48,9.344,0.041,177,reviewed,us,us
2023-06-13T07:35:18.395Z,-28.0098,-66.6143,175.652,4.5,mb,30,79,2.523,0.98,us,us7000k84u,2023-06-14T07:20:54.040Z,"55 km SSW of Andalgalá, Argentina",earthquake,10.02,11.63,0.192,8,reviewed,us,us
2023-06-13T07:34:34.920Z,38.725,-122.9173333,5.93,1.82,md,77,41,0.07055,0.07,nc,nc73900606,2023-06-13T11:32:12.367Z,"12km SE of Cloverdale, CA",earthquake,0.15,0.38,0.146,75,reviewed,nc,nc
2023-06-13T07:34:33.368Z,63.081,-150.657,98.6,2.1,ml,,,,0.45,ak,ak0237jcib54,2023-06-13T07:36:29.294Z,"Central Alaska",earthquake,,1.1,,,automatic,ak,ak
2023-06-13T07:25:43.120Z,18.2361,-67.7163,63,3.61,md,22,178,0.2797,0.23,pr,pr2023164001,2023-06-13T11:47:34.040Z,"50 km W of Stella, Puerto Rico",earthquake,1.07,0.89,0.05,13,reviewed,pr,pr
2023-06-13T07:15:59.310Z,38.8144989,-122.7948303,1.76,0.77,md,13,116,0.006532,0.06,nc,nc73900601,2023-06-13T09:20:12.541Z,"5km NW of The Geysers, CA",earthquake,0.36,0.82,0.1,13,automatic,nc,nc
2023-06-13T07:12:43.020Z,36.08283333,-97.64383333,6.4,1.51,ml,49,50,0.06478728652,0.21,ok,ok2023lmjh,2023-06-13T21:10:23.660Z,"8 km SSW of Marshall, Oklahoma",earthquake,,0.4,0.21,6,reviewed,ok,ok
2023-06-13T07:11:29.050Z,58.1678333333333,-155.383666666667,2.61,1.1,ml,12,119,,0.13,av,av91924401,2023-06-13T15:06:23.970Z,"Alaska Peninsula",earthquake,0.42,0.5,0.354502933019495,14,reviewed,av,av
2023-06-13T07:02:04.160Z,51.881,179.528666666667,12.95,-0.08,ml,4,322,,0.32,av,av91924396,2023-06-16T22:53:01.090Z,"264 km W of Adak, Alaska",earthquake,3.54,1.39,0.182266289700197,4,reviewed,av,av
2023-06-13T06:58:33.800Z,18.4848333333333,-66.6061666666667,13.4,2.58,md,8,134,0.07317,0.18,pr,pr71413223,2023-06-13T07:09:47.330Z,"Puerto Rico region",earthquake,0.43,0.43,0.0836908906876388,4,reviewed,pr,pr
2023-06-13T06:40:20.020Z,35.8785,-117.6768333,6.99,1.32,ml,20,123,0.09994,0.1,ci,ci40484440,2023-06-13T17:18:07.606Z,"22km ESE of Little Lake, CA",earthquake,0.25,0.41,0.081,8,reviewed,ci,ci
2023-06-13T06:31:11.730Z,38.8409996,-122.8381653,1.71,0.6,md,9,185,0.003189,0.02,nc,nc73900596,2023-06-13T08:53:16.400Z,"10km NW of The Geysers, CA",earthquake,0.64,0.76,0.24,10,automatic,nc,nc
2023-06-13T06:15:32.170Z,38.146,-122.4511667,5.82,0.82,md,21,88,0.002656,0.07,nc,nc73900586,2023-06-13T11:06:14.188Z,"6km ENE of Black Point-Green Point, CA",earthquake,0.25,0.4,0.23,18,reviewed,nc,nc
2023-06-13T06:05:24.600Z,19.1784992218018,-155.496826171875,33.8899993896484,1.86000001,md,37,85,,0.100000001,hv,hv73449952,2023-06-13T06:08:48.800Z,"3 km SW of Pāhala, Hawaii",earthquake,0.53,0.75999999,0.419999987,9,automatic,hv,hv
2023-06-13T06:02:32.540Z,46.18633333333333,-122.1785,5.95,0.51,ml,11,78,0.01215,0.1,uw,uw61932571,2023-06-16T21:45:41.680Z,"Washington",earthquake,0.35,0.55,0.1670801561950956,7,reviewed,uw,uw
2023-06-13T05:51:03.730Z,58.2568333333333,-155.159833333333,32.9,0.37,ml,10,101,,0.07,av,av91107453,2023-06-15T01:22:56.150Z,"Alaska Peninsula",earthquake,0.55,0.44,0.355647209629669,10,reviewed,av,av
2023-06-13T05:49:43.800Z,33.273,-116.7305,19.37,1.02,ml,50,42,0.04386,0.14,ci,ci40484432,2023-06-13T17:13:21.579Z,"5km NE of Lake Henshaw, CA",earthquake,0.17,0.4,0.108,21,reviewed,ci,ci
2023-06-13T05:48:14.540Z,45.4388333333333,-111.805333333333,4.81,0.7,ml,6,182,0.2007,0.07,mb,mb90017998,2023-06-13T14:46:27.370Z,"11 km NNW of Ennis, Montana",earthquake,0.54,6.56,0.40993553095509,4,reviewed,mb,mb
2023-06-13T05:41:33.440Z,58.2946666666667,-154.979,3.71,0.28,ml,9,131,,0.13,av,av91924351,2023-06-16T22:41:48.160Z,"86 km NNW of Karluk, Alaska",earthquake,0.34,0.67,0.270376302419908,9,reviewed,av,av
2023-06-13T05:39:00.763Z,51.5524,-175.7281,35,3.3,ml,21,221,0.452,0.49,us,us7000k86l,2023-06-18T04:50:15.040Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,5.25,2.015,0.085,18,reviewed,us,us
2023-06-13T05:37:31.520Z,58.2356666666667,-155.133666666667,32.65,-0.24,ml,7,140,,0.1,av,av91107448,2023-06-15T01:15:01.290Z,"Alaska Peninsula",earthquake,1.07,0.82,0.282174922172652,7,reviewed,av,av
2023-06-13T05:36:18.340Z,38.2311667,-112.6598333,7.31,1.27,ml,11,222,0.2425,0.15,uu,uu60542106,2023-06-13T13:07:57.000Z,"5 km SSW of Beaver, Utah",earthquake,1.62,4.78,0.016,2,reviewed,uu,uu
2023-06-13T05:36:10.200Z,58.2558333333333,-155.132166666667,32.37,0.52,ml,11,93,,0.15,av,av91107433,2023-06-14T23:04:36.210Z,"86 km NNW of Karluk, Alaska",earthquake,0.49,0.82,0.323950297380622,11,reviewed,av,av
2023-06-13T05:35:12.040Z,53.934,-166.565166666667,10.73,1.29,ml,16,154,,0.16,av,av91924336,2023-06-16T22:31:08.430Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,0.76,0.86,0.136572708829203,17,reviewed,av,av
2023-06-13T05:26:17.890Z,45.4391666666667,-111.801,4.75,0.9,ml,6,183,0.1985,0.03,mb,mb90017988,2023-06-13T14:42:20.190Z,"11 km NNW of Ennis, Montana",earthquake,0.5,5.98,0.461308483202973,4,reviewed,mb,mb
2023-06-13T05:24:25.530Z,45.4335,-111.7965,4.8,0.79,ml,6,186,0.2012,0.13,mb,mb90017983,2023-06-13T14:32:14.210Z,"Western Montana",earthquake,0.73,8.61,0.205846287916957,5,reviewed,mb,mb
2023-06-13T05:08:33.330Z,32.7135,-115.4025,2.89,0.95,ml,12,164,0.09888,0.27,ci,ci37548764,2023-06-13T16:54:28.460Z,"9km NE of Mexicali, B.C., MX",earthquake,1.01,0.99,0.061,6,reviewed,ci,ci
2023-06-13T05:08:20.720Z,32.7495,-115.4253333,8.89,1.32,ml,15,120,0.05853,0.14,ci,ci40484424,2023-06-13T16:48:43.549Z,"8km SSW of Holtville, CA",earthquake,0.39,0.68,0.106,9,reviewed,ci,ci
2023-06-13T05:03:22.400Z,38.8023338,-122.7761688,3.64,0.99,md,22,71,0.01147,0.04,nc,nc73900581,2023-06-13T06:42:13.554Z,"3km NNW of The Geysers, CA",earthquake,0.29,0.64,0.2,23,automatic,nc,nc
2023-06-13T05:01:59.090Z,17.959,-67.0126666666667,8.28,2.45,md,6,208,0.03178,0.07,pr,pr71413218,2023-06-13T05:11:38.340Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.53,0.6,0.120144855736597,3,reviewed,pr,pr
2023-06-13T04:44:58.095Z,57.1356,-135.7163,4.102,2.6,ml,16,145,0.065,0.24,us,us7000k83x,2023-06-13T21:27:22.040Z,"25 km WNW of Sitka, Alaska",earthquake,2.66,6.457,0.066,30,reviewed,us,us
2023-06-13T04:43:06.480Z,18.1946666666667,-67.9236666666667,108.29,3.38,md,12,190,0.4626,0.39,pr,pr71413213,2023-06-13T05:02:37.330Z,"66 km SE of Punta Cana, Dominican Republic",earthquake,3.22,2.14,0.0815994220469962,7,reviewed,pr,pr
2023-06-13T04:19:19.050Z,18.8763333333333,-64.4498333333333,42.14,3.14,md,4,335,0.622,0.12,pr,pr71413208,2023-06-13T04:42:46.900Z,"70 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,4.56,6.47,0.0226200074750422,3,reviewed,pr,pr
2023-06-13T04:12:55.582Z,61.508,-150.7289,52.5,1.4,ml,,,,0.59,ak,ak0237jalcae,2023-06-13T10:13:20.162Z,"12 km WSW of Susitna, Alaska",earthquake,,1.5,,,automatic,ak,ak
2023-06-13T04:05:42.177Z,-10.8965,113.8516,10,4.4,mb,21,116,2.429,0.66,us,us7000k83u,2023-06-13T21:05:18.040Z,"273 km SSW of Jimbaran, Indonesia",earthquake,6.65,1.791,0.178,9,reviewed,us,us
2023-06-13T04:04:18.420Z,38.8206673,-122.7893295,1.15,0.84,md,15,48,0.01002,0.03,nc,nc73900576,2023-06-13T05:03:13.930Z,"6km NNW of The Geysers, CA",earthquake,0.22,0.41,0.26,15,automatic,nc,nc
2023-06-13T04:03:07.020Z,38.7804985,-122.7636642,0.97,0.93,md,16,71,0.009898,0.05,nc,nc73900571,2023-06-13T04:51:13.864Z,"1km WNW of The Geysers, CA",earthquake,0.25,0.47,0.21,16,automatic,nc,nc
2023-06-13T04:00:48.680Z,38.836834,-122.7888336,1.7,1.09,md,19,125,0.001966,0.05,nc,nc73900566,2023-06-13T06:16:13.398Z,"6km WNW of Cobb, CA",earthquake,0.25,0.45,0.15,19,automatic,nc,nc
2023-06-13T03:50:45.290Z,51.8648333333333,-178.086166666667,3.26,0.37,ml,4,200,,0.23,av,av91924266,2023-06-16T21:49:04.560Z,"100 km W of Adak, Alaska",earthquake,0.82,0.67,0.169026568274271,4,reviewed,av,av
2023-06-13T03:50:11.768Z,65.5843,-144.7317,0,1.3,ml,,,,1.07,ak,ak0237ja7yig,2023-06-13T03:52:47.392Z,"3 km ENE of Central, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-06-13T03:47:20.840Z,38.8171667,-122.8043333,2.93,0.42,md,27,37,0.007667,0.04,nc,nc73900561,2023-06-13T23:16:28.696Z,"6km NW of The Geysers, CA",earthquake,0.19,0.35,0.171,24,reviewed,nc,nc
2023-06-13T03:43:21.110Z,19.238166809082,-155.381332397461,29.3700008392334,2.11,ml,38,154,,0.100000001,hv,hv73449887,2023-06-13T03:48:55.710Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.57,0.800000012,4.47,4,automatic,hv,hv
2023-06-13T03:39:43.050Z,58.2715,-155.117833333333,33.33,-0.06,ml,7,134,,0.06,av,av91107423,2023-06-14T22:06:31.160Z,"87 km NNW of Karluk, Alaska",earthquake,0.42,0.59,0.196097227532712,6,reviewed,av,av
2023-06-13T03:38:22.110Z,58.2783333333333,-155.171166666667,34.09,-0.12,ml,8,117,,0.15,av,av91107418,2023-06-14T21:57:23.120Z,"89 km NNW of Karluk, Alaska",earthquake,0.8,0.98,0.269054378869675,8,reviewed,av,av
2023-06-13T03:27:36.028Z,59.1981,-153.73,14.2,1.7,ml,,,,0.55,ak,ak0237ja32wy,2023-06-13T03:34:18.722Z,"59 km SE of Pope-Vannoy Landing, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-06-13T03:15:30.944Z,62.8913,-150.932,86.8,1.9,ml,,,,0.44,ak,ak0237ja0hxi,2023-06-13T03:18:05.044Z,"44 km N of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-06-13T03:12:59.030Z,17.9565,-66.3385,7.79,2.81,md,16,185,0.1236,0.27,pr,pr71413193,2023-06-13T03:25:11.970Z,"3 km ESE of Jauca, Puerto Rico",earthquake,0.6,1.32,0.0921083769778539,7,reviewed,pr,pr
2023-06-13T03:11:04.690Z,33.929,-117.1283333,15.77,1,ml,38,76,0.0928,0.17,ci,ci40484392,2023-06-13T16:43:53.204Z,"9km E of Moreno Valley, CA",earthquake,0.2,0.64,0.134,14,reviewed,ci,ci
2023-06-13T03:02:08.086Z,64.5963,-147.0658,4.6,1.1,ml,,,,0.23,ak,ak0237j9xnuw,2023-06-13T03:03:39.651Z,"7 km S of Eielson Air Force Base, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-06-13T02:48:19.610Z,19.1911659240723,-155.491333007812,35.0200004577637,2.0999999,md,37,77,,0.109999999,hv,hv73449837,2023-06-13T02:51:45.550Z,"1 km SW of Pāhala, Hawaii",earthquake,0.48,0.720000029,0.980000019,15,automatic,hv,hv
2023-06-13T02:47:18.270Z,35.723,-117.5723333,11.1,0.81,ml,14,124,0.1341,0.16,ci,ci40484376,2023-06-13T16:23:00.088Z,"15km NE of Ridgecrest, CA",earthquake,0.39,0.65,0.101,6,reviewed,ci,ci
2023-06-13T02:42:52.990Z,19.3038330078125,-155.217666625977,2.19000005722046,1.85,ml,28,95,,0.180000007,hv,hv73449822,2023-06-13T02:48:24.610Z,"15 km S of Volcano, Hawaii",earthquake,0.37,0.910000026,0.29,5,automatic,hv,hv
2023-06-13T02:41:27.290Z,60.0456666666667,-153.0815,-0.29,-0.59,ml,4,190,,0.04,av,av91924231,2023-06-16T21:29:30.690Z,"64 km ENE of Pedro Bay, Alaska",earthquake,0.35,1.07,0.356057093822859,4,reviewed,av,av
2023-06-13T02:40:01.195Z,39.6127,-119.977,6.1,0.9,ml,8,122.73,0.013,0.0856,nn,nn00861187,2023-06-13T20:08:14.297Z,"7 km S of Cold Springs, Nevada",earthquake,,1.5,0.41,6,reviewed,nn,nn
2023-06-13T02:37:13.082Z,61.7219,-151.3974,78.1,1.5,ml,,,,0.34,ak,ak0237j9jqr7,2023-06-13T02:39:29.772Z,"29 km S of Skwentna, Alaska",earthquake,,1.6,,,automatic,ak,ak
2023-06-13T02:33:15.930Z,33.534,-116.6826667,9.67,0.64,ml,33,40,0.05436,0.11,ci,ci40484360,2023-06-13T14:23:53.966Z,"2km SSW of Anza, CA",earthquake,0.14,0.28,0.146,14,reviewed,ci,ci
2023-06-13T02:30:07.409Z,31.69053346,-104.2978606,6.954223633,2.9,ml,18,57,0.03389793199,0.1,tx,tx2023llzz,2023-06-14T13:24:09.856Z,"54 km S of Whites City, New Mexico",earthquake,0.7582228022,0.7777459895,0.1,22,reviewed,tx,tx
2023-06-13T02:20:22.410Z,17.9555,-66.9641666666667,13.47,2.55,md,12,205,0.07745,0.09,pr,pr71413183,2023-06-13T02:34:05.660Z,"Puerto Rico region",earthquake,0.51,0.29,0.102090243704097,6,reviewed,pr,pr
2023-06-13T02:08:28.570Z,58.2445,-155.1415,33.04,0.58,ml,11,103,,0.14,av,av91924201,2023-06-15T01:01:58.130Z,"85 km NNW of Karluk, Alaska",earthquake,0.54,0.75,0.318741982419202,10,reviewed,av,av
2023-06-13T02:07:40.330Z,44.352,-115.182166666667,4.8,1.22,ml,8,125,0.8208,0.14,mb,mb90017973,2023-06-13T13:42:47.590Z,"24 km NW of Stanley, Idaho",earthquake,0.5,3.68,0.134237793731496,7,reviewed,mb,mb
2023-06-13T02:06:26.970Z,33.5905,-116.8215,13.49,0.89,ml,28,65,0.0451,0.13,ci,ci40484336,2023-06-13T16:19:59.014Z,"14km WNW of Anza, CA",earthquake,0.2,0.39,0.1,7,reviewed,ci,ci
2023-06-13T02:06:16.810Z,33.5908333,-116.8153333,12.84,0.41,ml,13,71,0.04286,0.1,ci,ci40484328,2023-06-13T14:16:33.065Z,"14km WNW of Anza, CA",earthquake,0.29,0.48,0.164,5,reviewed,ci,ci
2023-06-13T02:05:59.090Z,38.8370018,-122.7969971,1.24,0.85,md,13,70,0.005383,0.03,nc,nc73900556,2023-06-13T02:26:15.038Z,"7km WNW of Cobb, CA",earthquake,0.24,0.4,0.24,14,automatic,nc,nc
2023-06-13T02:05:37.590Z,33.5863333,-116.8248333,12.88,1.91,ml,71,20,0.04758,0.19,ci,ci40484320,2023-06-13T13:52:52.900Z,"14km WNW of Anza, CA",earthquake,0.18,0.38,0.215,26,reviewed,ci,ci
2023-06-13T02:03:34.940Z,19.6568,-65.7828,50,3.69,md,15,246,1.3961,0.13,pr,pr2023164000,2023-06-13T02:49:28.830Z,"135 km N of Suárez, Puerto Rico",earthquake,1.3,7.14,0.04,3,reviewed,pr,pr
2023-06-13T01:50:48.807Z,60.0055,-141.5787,12.1,1.7,ml,,,,0.42,ak,ak0237j9167p,2023-06-13T01:53:40.502Z,"115 km WNW of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-06-13T01:42:40.410Z,36.5898333,-121.1898333,6.42,1.11,md,13,141,0.01844,0.04,nc,nc73900546,2023-06-14T01:34:12.895Z,"8km NNW of Pinnacles, CA",earthquake,0.43,0.33,0.283,11,reviewed,nc,nc
2023-06-13T01:34:29.356Z,62.4041,-151.211,81.6,1.7,ml,,,,0.2,ak,ak0237j8xp7b,2023-06-13T01:37:09.745Z,"25 km WSW of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-06-13T01:31:49.960Z,36.536,-98.96283333,6.48,2.09,ml,57,74,0.0449911712,0.14,ok,ok2023llya,2023-06-13T21:21:25.553Z,"Oklahoma",earthquake,,0.2,0.2,14,reviewed,ok,ok
2023-06-13T01:28:21.600Z,36.5915,-121.1926667,6.22,2.16,md,56,110,0.02061,0.09,nc,nc73900536,2023-06-13T22:38:14.872Z,"8km NNW of Pinnacles, CA",earthquake,0.17,0.26,0.151,61,reviewed,nc,nc
2023-06-13T01:26:55.010Z,60.0281666666667,-153.091,2.99,-0.6,ml,4,175,,0.06,av,av91924161,2023-06-16T20:45:35.750Z,"62 km ENE of Pedro Bay, Alaska",earthquake,0.46,1.16,0.216647193421161,4,reviewed,av,av
2023-06-13T01:14:50.428Z,62.8406,-149.349,69.2,1.6,ml,,,,0.52,ak,ak0237j8tgfy,2023-06-13T01:17:37.859Z,"58 km NE of Chase, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-06-13T01:09:15.669Z,36.53833333,-98.9625,6.69,2.13,ml,59,75,0.04679081805,0.15,ok,ok2023llxg,2023-06-13T21:31:23.239Z,"Oklahoma",earthquake,,0.2,0.22,14,reviewed,ok,ok
2023-06-13T01:08:29.305Z,61.8779,-147.2067,32.3,2.3,ml,,,,0.86,ak,ak0237j8s4jo,2023-06-13T20:35:29.040Z,"7 km SSW of Eureka Roadhouse, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-13T01:04:46.140Z,36.5476667,-121.1385,6.08,1.98,md,45,92,0.01704,0.09,nc,nc73900531,2023-06-14T00:12:13.429Z,"2km NNE of Pinnacles, CA",earthquake,0.17,0.28,0.155,49,reviewed,nc,nc
2023-06-13T00:50:05.260Z,38.8199997,-122.803833,2.63,0.77,md,8,86,0.005938,0.01,nc,nc73900526,2023-06-13T01:24:16.698Z,"6km NW of The Geysers, CA",earthquake,0.53,1.84,0.16,9,automatic,nc,nc
2023-06-13T00:44:22.220Z,33.4451667,-116.6373333,4.3,0.55,ml,25,76,0.05747,0.15,ci,ci40484312,2023-06-13T16:14:25.603Z,"13km SSE of Anza, CA",earthquake,0.19,0.38,0.158,12,reviewed,ci,ci
2023-06-13T00:34:43.979Z,35.36266667,-98.079,8.76,2.75,ml,97,31,0,0.29,ok,ok2023llwd,2023-06-13T05:13:40.040Z,"12 km WSW of Union City, Oklahoma",earthquake,,1,0.23,47,reviewed,ok,ok
2023-06-13T00:34:42.420Z,35.9956667,-120.5495,3.76,0.95,md,20,81,0.01725,0.07,nc,nc73900521,2023-06-14T04:47:15.089Z,"15km NW of Parkfield, CA",earthquake,0.22,0.28,0.231,10,reviewed,nc,nc
2023-06-13T00:25:59.950Z,38.8023338,-122.7340012,2.28,0.96,md,10,112,0.01919,0.02,nc,nc73900516,2023-06-13T00:59:18.653Z,"2km SSW of Cobb, CA",earthquake,0.35,1.26,0.2,10,automatic,nc,nc
2023-06-13T00:21:50.810Z,19.1321659088135,-155.496826171875,33.8400001525879,2.20000005,md,30,167,,0.180000007,hv,hv73449722,2023-06-13T00:25:17.380Z,"8 km SSW of Pāhala, Hawaii",earthquake,0.75,1.25,1.30999994,11,automatic,hv,hv
2023-06-13T00:16:33.475Z,39.6168,-119.9668,6.1,0.7,ml,5,120.28,0.01,0.0818,nn,nn00861188,2023-06-13T20:11:21.837Z,"7 km S of Cold Springs, Nevada",earthquake,,1.9,0.17,2,reviewed,nn,nn
2023-06-13T00:16:08.330Z,58.2401666666667,-155.149333333333,2.6,0.08,ml,6,109,,0.15,av,av91924111,2023-06-13T00:31:04.650Z,"85 km NNW of Karluk, Alaska",earthquake,0.43,0.67,0.186475739704219,7,reviewed,av,av
2023-06-13T00:07:00.070Z,31.68777602,-104.2978388,6.131567383,2.1,ml,28,65,0.03241773528,0.2,tx,tx2023llvg,2023-06-14T20:21:11.614Z,"54 km S of Whites City, New Mexico",earthquake,0.7167721675,0.8501525713,0.1,6,reviewed,tx,tx
2023-06-13T00:06:14.900Z,35.13383333,-97.7375,7.67,1.22,ml,30,44,0.08458340185,0.28,ok,ok2023llve,2023-06-13T20:53:25.297Z,"7 km W of Blanchard, Oklahoma",earthquake,,0.6,0.18,4,reviewed,ok,ok
2023-06-13T00:01:31.360Z,38.7808342,-122.7568359,1.39,0.76,md,10,101,0.01227,0.02,nc,nc73900511,2023-06-13T00:49:14.496Z,"0km N of The Geysers, CA",earthquake,0.37,0.77,0.11,10,automatic,nc,nc
2023-06-12T23:58:38.929Z,36.54283333,-98.957,6.68,1.01,ml,23,107,0.05039011174,0.11,ok,ok2023lluy,2023-06-13T20:13:06.549Z,"Oklahoma",earthquake,,0.3,0.25,4,reviewed,ok,ok
2023-06-12T23:46:47.278Z,51.7753,178.7498,80.9,1.6,ml,,,,0.16,ak,ak0237hyki07,2023-06-16T23:24:43.102Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-06-12T23:44:26.668Z,31.65463102,-104.4520439,7.314135742,2.4,ml,37,81,0.01713720762,0.2,tx,tx2023llum,2023-06-14T15:11:38.353Z,"western Texas",earthquake,1.033429395,0.6800154167,0.1,22,reviewed,tx,tx
2023-06-12T23:42:26.040Z,33.4081667,-116.3481667,12.75,1.32,ml,51,40,0.05592,0.2,ci,ci40484296,2023-06-13T16:01:05.529Z,"17km N of Borrego Springs, CA",earthquake,0.19,0.4,0.209,28,reviewed,ci,ci
2023-06-12T23:38:06.220Z,38.8206673,-122.8280029,3.22,0.57,md,6,144,0.006009,0.02,nc,nc73900496,2023-06-12T23:39:41.322Z,"8km NW of The Geysers, CA",earthquake,1.12,2.62,0.21,8,automatic,nc,nc
2023-06-12T23:31:53.718Z,51.453,-176.0659,9.1,1.2,ml,,,,0.34,ak,ak0237hyhar2,2023-06-17T04:08:06.757Z,"61 km SE of Adak, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-06-12T23:22:14.010Z,36.5005,-121.075,6.76,1.22,md,21,143,0.04717,0.04,nc,nc73900486,2023-06-15T07:03:13.354Z,"7km ESE of Pinnacles, CA",earthquake,0.32,0.57,0.108,14,reviewed,nc,nc
2023-06-12T23:18:34.061Z,51.7818,-174.8862,41.6,1.7,ml,,,,0.3,ak,ak0237hyegxa,2023-06-16T23:24:45.080Z,"65 km SW of Atka, Alaska",earthquake,,2.5,,,reviewed,ak,ak
